angle_1,angle_1_t,angle_2,angle_2_t
-1.26208,-1.25146,1.64148,1.66126
-1.2622,-1.25149,1.64123,1.66121
-1.26233,-1.25152,1.64098,1.66115
-1.26246,-1.25155,1.64072,1.66109
-1.26258,-1.25155,1.64047,1.661
-1.26271,-1.25158,1.64021,1.66094
-1.26284,-1.25161,1.63996,1.66083
-1.26296,-1.25164,1.6397,1.66074
-1.26309,-1.25167,1.63945,1.66062
-1.26321,-1.25173,1.63919,1.66051
-1.26334,-1.25178,1.63894,1.66033
-1.26347,-1.25184,1.63868,1.66013
-1.26359,-1.2519,1.63843,1.65998
-1.26372,-1.25196,1.63817,1.65975
-1.26384,-1.25202,1.63791,1.65958
-1.26397,-1.25208,1.63766,1.65937
-1.26409,-1.25216,1.6374,1.65923
-1.26422,-1.25225,1.63715,1.65905
-1.26434,-1.2524,1.63689,1.65897
-1.26447,-1.25254,1.63663,1.65888
-1.26459,-1.25272,1.63638,1.65885
-1.26471,-1.25286,1.63612,1.65882
-1.26484,-1.25301,1.63586,1.65876
-1.26496,-1.25315,1.6356,1.65873
-1.26509,-1.2533,1.63535,1.6587
-1.26521,-1.25344,1.63509,1.65865
-1.26533,-1.25362,1.63483,1.65865
-1.26546,-1.25382,1.63457,1.65865
-1.26558,-1.25399,1.63432,1.65856
-1.26571,-1.25423,1.63406,1.65859
-1.26583,-1.2544,1.6338,1.65847
-1.26595,-1.25455,1.63354,1.65839
-1.26607,-1.25472,1.63328,1.65824
-1.2662,-1.25492,1.63303,1.65809
-1.26632,-1.2551,1.63277,1.65786
-1.26644,-1.2553,1.63251,1.65772
-1.26657,-1.25551,1.63225,1.65751
-1.26669,-1.25568,1.63199,1.65722
-1.26681,-1.25591,1.63173,1.65699
-1.26693,-1.25609,1.63147,1.6567
-1.26705,-1.25626,1.63121,1.65641
-1.26718,-1.25644,1.63095,1.65609
-1.2673,-1.25661,1.6307,1.65577
-1.26742,-1.25681,1.63044,1.65545
-1.26754,-1.25699,1.63018,1.65507
-1.26766,-1.25716,1.62992,1.65466
-1.26778,-1.25734,1.62966,1.65423
-1.26791,-1.25751,1.6294,1.65379
-1.26803,-1.25769,1.62914,1.65312
-1.26815,-1.25789,1.62887,1.6524
-1.26827,-1.25806,1.62861,1.65173
-1.26839,-1.25824,1.62835,1.65097
-1.26851,-1.25844,1.62809,1.64998
-1.26863,-1.25862,1.62783,1.64911
-1.26875,-1.25879,1.62757,1.64818
-1.26887,-1.25897,1.62731,1.64728
-1.26899,-1.25914,1.62705,1.64649
-1.26911,-1.25929,1.62679,1.64568
-1.26923,-1.25946,1.62652,1.64492
-1.26935,-1.25958,1.62626,1.6442
-1.26947,-1.25972,1.626,1.64353
-1.26959,-1.25987,1.62574,1.64277
-1.26971,-1.26001,1.62548,1.64216
-1.26983,-1.26019,1.62521,1.64149
-1.26995,-1.2603,1.62495,1.64085
-1.27007,-1.26045,1.62469,1.64033
-1.27019,-1.26059,1.62443,1.63966
-1.27031,-1.26077,1.62416,1.63914
-1.27042,-1.26091,1.6239,1.63838
-1.27054,-1.26109,1.62364,1.63763
-1.27066,-1.26123,1.62338,1.63681
-1.27078,-1.26138,1.62311,1.63591
-1.2709,-1.26147,1.62285,1.63489
-1.27102,-1.26158,1.62258,1.63399
-1.27113,-1.2617,1.62232,1.63289
-1.27125,-1.26182,1.62206,1.63178
-1.27137,-1.26193,1.62179,1.63065
-1.27149,-1.26208,1.62153,1.62951
-1.2716,-1.26216,1.62126,1.62841
-1.27172,-1.26225,1.621,1.62748
-1.27184,-1.26234,1.62074,1.62655
-1.27196,-1.26243,1.62047,1.62576
-1.27207,-1.26251,1.62021,1.62521
-1.27219,-1.2626,1.61994,1.6246
-1.27231,-1.26272,1.61968,1.62434
-1.27242,-1.26277,1.61941,1.62411
-1.27254,-1.26283,1.61915,1.62399
-1.27266,-1.26289,1.61888,1.62396
-1.27277,-1.26301,1.61862,1.62399
-1.27289,-1.26309,1.61835,1.62402
-1.273,-1.26318,1.61808,1.62408
-1.27312,-1.26324,1.61782,1.62411
-1.27324,-1.26333,1.61755,1.62414
-1.27335,-1.26336,1.61729,1.62411
-1.27347,-1.26341,1.61702,1.62411
-1.27358,-1.26347,1.61675,1.62411
-1.2737,-1.2635,1.61649,1.62411
-1.27381,-1.26362,1.61622,1.62419
-1.27393,-1.26371,1.61595,1.62425
-1.27404,-1.26379,1.61569,1.62431
-1.27416,-1.26388,1.61542,1.6244
-1.27427,-1.264,1.61515,1.62448
-1.27439,-1.26408,1.61488,1.62457
-1.2745,-1.26414,1.61462,1.62463
-1.27462,-1.2642,1.61435,1.62469
-1.27473,-1.26429,1.61408,1.62478
-1.27484,-1.26434,1.61381,1.62486
-1.27496,-1.26446,1.61355,1.62504
-1.27507,-1.26452,1.61328,1.62515
-1.27519,-1.26461,1.61301,1.62527
-1.2753,-1.26464,1.61274,1.62533
-1.27541,-1.26464,1.61247,1.62536
-1.27553,-1.26464,1.6122,1.62539
-1.27564,-1.26464,1.61193,1.62539
-1.27575,-1.26464,1.61167,1.62542
-1.27587,-1.26464,1.6114,1.62544
-1.27598,-1.26461,1.61113,1.62544
-1.27609,-1.26458,1.61086,1.62547
-1.2762,-1.26452,1.61059,1.62544
-1.27632,-1.26449,1.61032,1.62542
-1.27643,-1.26449,1.61005,1.62542
-1.27654,-1.26446,1.60978,1.62539
-1.27665,-1.26446,1.60951,1.62539
-1.27677,-1.26443,1.60924,1.62536
-1.27688,-1.26443,1.60897,1.62536
-1.27699,-1.26443,1.6087,1.62536
-1.2771,-1.26443,1.60843,1.62533
-1.27721,-1.26443,1.60816,1.62533
-1.27732,-1.26443,1.60789,1.62527
-1.27744,-1.26446,1.60762,1.6253
-1.27755,-1.26449,1.60735,1.62524
-1.27766,-1.26455,1.60707,1.62521
-1.27777,-1.26464,1.6068,1.62524
-1.27788,-1.26475,1.60653,1.62527
-1.27799,-1.26484,1.60626,1.62527
-1.2781,-1.26493,1.60599,1.62527
-1.27821,-1.26501,1.60572,1.62527
-1.27832,-1.2651,1.60544,1.62524
-1.27843,-1.26519,1.60517,1.62521
-1.27854,-1.2653,1.6049,1.62524
-1.27865,-1.26545,1.60463,1.62527
-1.27876,-1.26557,1.60436,1.62527
-1.27887,-1.26571,1.60408,1.62527
-1.27898,-1.2658,1.60381,1.62521
-1.27909,-1.26591,1.60354,1.62518
-1.2792,-1.266,1.60326,1.62512
-1.27931,-1.26609,1.60299,1.6251
-1.27942,-1.26615,1.60272,1.62501
-1.27953,-1.26623,1.60244,1.62495
-1.27964,-1.26632,1.60217,1.62495
-1.27975,-1.26641,1.6019,1.62492
-1.27985,-1.26653,1.60162,1.62492
-1.27996,-1.26664,1.60135,1.62492
-1.28007,-1.2667,1.60108,1.62489
-1.28018,-1.26676,1.6008,1.62486
-1.28029,-1.26687,1.60053,1.62489
-1.2804,-1.26693,1.60025,1.62486
-1.2805,-1.26705,1.59998,1.62489
-1.28061,-1.26714,1.5997,1.62489
-1.28072,-1.26725,1.59943,1.62489
-1.28083,-1.26734,1.59915,1.62486
-1.28093,-1.2674,1.59888,1.62478
-1.28104,-1.26746,1.5986,1.62472
-1.28115,-1.26757,1.59833,1.62469
-1.28125,-1.26766,1.59805,1.62463
-1.28136,-1.26778,1.59778,1.6246
-1.28147,-1.26795,1.5975,1.62463
-1.28158,-1.2681,1.59723,1.6246
-1.28168,-1.26824,1.59695,1.62457
-1.28179,-1.26833,1.59667,1.62451
-1.28189,-1.26842,1.5964,1.62437
-1.282,-1.26856,1.59612,1.62434
-1.28211,-1.26871,1.59584,1.62431
-1.28221,-1.26888,1.59557,1.62428
-1.28232,-1.26905,1.59529,1.62419
-1.28242,-1.26923,1.59501,1.62416
-1.28253,-1.26937,1.59474,1.62411
-1.28264,-1.26952,1.59446,1.62399
-1.28274,-1.26964,1.59418,1.62385
-1.28285,-1.26981,1.59391,1.62373
-1.28295,-1.26999,1.59363,1.62358
-1.28306,-1.27016,1.59335,1.62338
-1.28316,-1.27036,1.59307,1.62326
-1.28327,-1.27057,1.59279,1.62312
-1.28337,-1.27074,1.59252,1.62291
-1.28347,-1.27094,1.59224,1.62265
-1.28358,-1.27112,1.59196,1.62236
-1.28368,-1.27129,1.59168,1.62201
-1.28379,-1.27147,1.5914,1.62161
-1.28389,-1.27164,1.59112,1.62114
-1.284,-1.27187,1.59084,1.62039
-1.2841,-1.27214,1.59057,1.61977
-1.2842,-1.2724,1.59029,1.6189
-1.28431,-1.27266,1.59001,1.61812
-1.28441,-1.27301,1.58973,1.61713
-1.28451,-1.2733,1.58945,1.61626
-1.28462,-1.27353,1.58917,1.61536
-1.28472,-1.27376,1.58889,1.61434
-1.28482,-1.27403,1.58861,1.61317
-1.28493,-1.27432,1.58833,1.61184
-1.28503,-1.27458,1.58805,1.61076
-1.28513,-1.27484,1.58777,1.60957
-1.28523,-1.2751,1.58749,1.60849
-1.28534,-1.27536,1.58721,1.60751
-1.28544,-1.27568,1.58693,1.60646
-1.28554,-1.27595,1.58665,1.60559
-1.28564,-1.27621,1.58636,1.60474
-1.28574,-1.27656,1.58608,1.60384
-1.28584,-1.27682,1.5858,1.60312
-1.28595,-1.27708,1.58552,1.60236
-1.28605,-1.27731,1.58524,1.60152
-1.28615,-1.27757,1.58496,1.60067
-1.28625,-1.27784,1.58468,1.59974
-1.28635,-1.27813,1.58439,1.59855
-1.28645,-1.27847,1.58411,1.5971
-1.28655,-1.27885,1.58383,1.59573
-1.28665,-1.27914,1.58355,1.59425
-1.28675,-1.27943,1.58326,1.59218
-1.28686,-1.27981,1.58298,1.59053
-1.28696,-1.28004,1.5827,1.58869
-1.28706,-1.28034,1.58242,1.58733
-1.28716,-1.28063,1.58213,1.58573
-1.28726,-1.28089,1.58185,1.58439
-1.28736,-1.28118,1.58157,1.58329
-1.28746,-1.28147,1.58128,1.5823
-1.28755,-1.28173,1.581,1.58143
-1.28765,-1.28202,1.58072,1.58067
-1.28775,-1.28228,1.58043,1.57994
-1.28785,-1.2826,1.58015,1.57948
-1.28795,-1.28284,1.57986,1.57895
-1.28805,-1.28316,1.57958,1.57846
-1.28815,-1.28339,1.5793,1.57785
-1.28825,-1.28365,1.57901,1.57736
-1.28835,-1.28391,1.57873,1.57677
-1.28845,-1.28414,1.57844,1.57619
-1.28854,-1.28441,1.57816,1.57555
-1.28864,-1.28467,1.57787,1.57497
-1.28874,-1.2849,1.57759,1.57436
-1.28884,-1.2851,1.5773,1.57375
-1.28894,-1.28534,1.57702,1.57323
-1.28903,-1.28557,1.57673,1.57267
-1.28913,-1.28577,1.57645,1.57221
-1.28923,-1.286,1.57616,1.57174
-1.28933,-1.28618,1.57587,1.5714
-1.28942,-1.28638,1.57559,1.57116
-1.28952,-1.28656,1.5753,1.57102
-1.28962,-1.28676,1.57502,1.57096
-1.28972,-1.28696,1.57473,1.57102
-1.28981,-1.28714,1.57444,1.57113
-1.28991,-1.28731,1.57416,1.57131
-1.29001,-1.28752,1.57387,1.57151
-1.2901,-1.28769,1.57358,1.57169
-1.2902,-1.28784,1.57329,1.57183
-1.29029,-1.28801,1.57301,1.57198
-1.29039,-1.28813,1.57272,1.57209
-1.29049,-1.28821,1.57243,1.57218
-1.29058,-1.2883,1.57215,1.57227
-1.29068,-1.28833,1.57186,1.5723
-1.29077,-1.28836,1.57157,1.57233
-1.29087,-1.28839,1.57128,1.57235
-1.29096,-1.28839,1.57099,1.57235
-1.29106,-1.28839,1.5707,1.57235
-1.29115,-1.28839,1.57042,1.57235
-1.29125,-1.28839,1.57013,1.57238
-1.29134,-1.28839,1.56984,1.57244
-1.29144,-1.28836,1.56955,1.57244
-1.29153,-1.28836,1.56926,1.5725
-1.29163,-1.28836,1.56897,1.57253
-1.29172,-1.28833,1.56868,1.57253
-1.29182,-1.2883,1.56839,1.5725
-1.29191,-1.28827,1.5681,1.5725
-1.29201,-1.28821,1.56781,1.57247
-1.2921,-1.28819,1.56752,1.5725
-1.29219,-1.28816,1.56723,1.57247
-1.29229,-1.2881,1.56694,1.57244
-1.29238,-1.2881,1.56665,1.57244
-1.29247,-1.28807,1.56636,1.57241
-1.29257,-1.28801,1.56607,1.57235
-1.29266,-1.28801,1.56578,1.57235
-1.29275,-1.28801,1.56549,1.57235
-1.29285,-1.28798,1.5652,1.57233
-1.29294,-1.28798,1.56491,1.57233
-1.29303,-1.28795,1.56462,1.5723
-1.29312,-1.28792,1.56433,1.57227
-1.29322,-1.28792,1.56404,1.57227
-1.29331,-1.28792,1.56375,1.57227
-1.2934,-1.28792,1.56345,1.57227
-1.29349,-1.28792,1.56316,1.57227
-1.29358,-1.28792,1.56287,1.57227
-1.29368,-1.28792,1.56258,1.57227
-1.29377,-1.28792,1.56229,1.57227
-1.29386,-1.28792,1.56199,1.57227
-1.29395,-1.28792,1.5617,1.57224
-1.29404,-1.28795,1.56141,1.57221
-1.29413,-1.28795,1.56112,1.57218
-1.29422,-1.28798,1.56082,1.57215
-1.29431,-1.28798,1.56053,1.57212
-1.29441,-1.28801,1.56024,1.57212
-1.2945,-1.28801,1.55994,1.57206
-1.29459,-1.28804,1.55965,1.57206
-1.29468,-1.28807,1.55936,1.57206
-1.29477,-1.2881,1.55906,1.57204
-1.29486,-1.28813,1.55877,1.57201
-1.29495,-1.28813,1.55847,1.57198
-1.29504,-1.28813,1.55818,1.57192
-1.29513,-1.28813,1.55789,1.57189
-1.29522,-1.28813,1.55759,1.57183
-1.29531,-1.28819,1.5573,1.57186
-1.2954,-1.28824,1.557,1.57189
-1.29549,-1.28824,1.55671,1.57183
-1.29557,-1.28827,1.55641,1.57183
-1.29566,-1.28827,1.55612,1.5718
-1.29575,-1.2883,1.55582,1.5718
-1.29584,-1.2883,1.55553,1.57174
-1.29593,-1.2883,1.55523,1.57172
-1.29602,-1.2883,1.55494,1.57169
-1.29611,-1.2883,1.55464,1.57166
-1.2962,-1.2883,1.55435,1.57163
-1.29628,-1.2883,1.55405,1.57157
-1.29637,-1.28833,1.55375,1.57157
-1.29646,-1.28833,1.55346,1.57157
-1.29655,-1.28833,1.55316,1.57154
-1.29664,-1.28833,1.55286,1.57154
-1.29672,-1.28833,1.55257,1.57151
-1.29681,-1.28833,1.55227,1.57151
-1.2969,-1.28833,1.55197,1.57148
-1.29699,-1.28833,1.55168,1.57148
-1.29707,-1.28833,1.55138,1.57145
-1.29716,-1.28833,1.55108,1.57142
-1.29725,-1.28833,1.55079,1.5714
-1.29733,-1.28833,1.55049,1.57137
-1.29742,-1.28836,1.55019,1.57137
-1.29751,-1.28836,1.54989,1.57131
-1.29759,-1.28836,1.54959,1.57128
-1.29768,-1.28836,1.5493,1.57125
-1.29776,-1.28839,1.549,1.57122
-1.29785,-1.28842,1.5487,1.57119
-1.29794,-1.28842,1.5484,1.57113
-1.29802,-1.28845,1.5481,1.5711
-1.29811,-1.28851,1.5478,1.57108
-1.29819,-1.28851,1.5475,1.57096
-1.29828,-1.28851,1.54721,1.57084
-1.29836,-1.28856,1.54691,1.57078
-1.29845,-1.28856,1.54661,1.57067
-1.29853,-1.28859,1.54631,1.57061
-1.29862,-1.28865,1.54601,1.57055
-1.2987,-1.28871,1.54571,1.57049
-1.29879,-1.28877,1.54541,1.57041
-1.29887,-1.28883,1.54511,1.57029
-1.29896,-1.28888,1.54481,1.5702
-1.29904,-1.28891,1.54451,1.57006
-1.29913,-1.28894,1.54421,1.56988
-1.29921,-1.28897,1.54391,1.56974
-1.29929,-1.289,1.54361,1.56959
-1.29938,-1.28903,1.54331,1.56945
-1.29946,-1.28906,1.543,1.56924
-1.29954,-1.28909,1.5427,1.56904
-1.29963,-1.28914,1.5424,1.56884
-1.29971,-1.28923,1.5421,1.56872
-1.29979,-1.28929,1.5418,1.56858
-1.29988,-1.28935,1.5415,1.5684
-1.29996,-1.28944,1.5412,1.56826
-1.30004,-1.28946,1.54089,1.56805
-1.30013,-1.28955,1.54059,1.56791
-1.30021,-1.28958,1.54029,1.56767
-1.30029,-1.28961,1.53999,1.56747
-1.30037,-1.2897,1.53968,1.5673
-1.30046,-1.28976,1.53938,1.56709
-1.30054,-1.28981,1.53908,1.56689
-1.30062,-1.2899,1.53878,1.56669
-1.3007,-1.28996,1.53847,1.56642
-1.30078,-1.29008,1.53817,1.56613
-1.30086,-1.29022,1.53787,1.56584
-1.30095,-1.29031,1.53756,1.56544
-1.30103,-1.29037,1.53726,1.565
-1.30111,-1.2904,1.53696,1.56453
-1.30119,-1.29045,1.53665,1.56398
-1.30127,-1.29054,1.53635,1.5634
-1.30135,-1.29066,1.53604,1.56276
-1.30143,-1.29074,1.53574,1.56218
-1.30151,-1.29083,1.53544,1.56157
-1.30159,-1.29086,1.53513,1.56096
-1.30167,-1.29089,1.53483,1.56032
-1.30175,-1.29092,1.53452,1.55974
-1.30183,-1.29098,1.53422,1.5591
-1.30191,-1.29103,1.53391,1.55854
-1.30199,-1.29109,1.53361,1.55793
-1.30207,-1.29118,1.5333,1.55735
-1.30215,-1.29124,1.533,1.55668
-1.30223,-1.2913,1.53269,1.55575
-1.30231,-1.29133,1.53238,1.55491
-1.30239,-1.29138,1.53208,1.55389
-1.30247,-1.29147,1.53177,1.55282
-1.30255,-1.2915,1.53147,1.55177
-1.30263,-1.29156,1.53116,1.55067
